sentence_id,congruent,position,structure,length,words,subject,verb,object,gen,adj,subject_length,subject_lemma,subject_ipm,subject_gender,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,object_gender,gen_length,gen_lemma,gen_ipm,gen_gender,adj_length,adj_lemma,adj_ipm,adj_gender,task_type,selected
292,Суд опубликовал постановление,2,Subject - Verb - Object,3,"['Суд', 'опубликовал', 'постановление']",суд,опубликовал,постановление,,,1,суд,223.5999615168889,masc,5,опубликовать,40.8,6,постановление,50.77,neut,,,0.02,,,,0.02,,,0
293,Суд поддержал требование прокуратуры,2,Subject - Verb - Object - Gen,4,"['Суд', 'поддержал', 'требование', 'прокуратуры']",суд,поддержал,требование,прокуратуры,,1,суд,223.5999615168889,masc,3,поддержать,40.91,5,требование,112.4262326362821,neut,5.0,прокуратура,17.95,femn,,,0.02,,to_evaluate,1
294,Суд принял решение,2,Subject - Verb - Object,3,"['Суд', 'принял', 'решение']",суд,принял,решение,,,1,суд,223.5999615168889,masc,2,принять,384.7456526068669,4,решение,238.707453512315,neut,,,0.02,,,,0.02,,to_evaluate,1
295,Суд принял соответствующее решение,3,Subject - Verb - Adj - Object,4,"['Суд', 'принял', 'соответствующее', 'решение']",суд,принял,решение,,соответствующее,1,суд,223.5999615168889,masc,2,принять,384.7456526068669,4,решение,238.707453512315,neut,,,0.02,,7.0,соответствовать,67.14,,to_evaluate,1
296,Суд решает судьбу,2,Subject - Verb - Object,3,"['Суд', 'решает', 'судьбу']",суд,решает,судьбу,,,1,суд,223.5999615168889,masc,3,решать,74.47990883161361,2,судьба,195.6015619977008,femn,,,0.02,,,,0.02,,,0
297,Суд удовлетворил иск,2,Subject - Verb - Object,3,"['Суд', 'удовлетворил', 'иск']",суд,удовлетворил,иск,,,1,суд,223.5999615168889,masc,5,удовлетворить,,1,иск,17.08,masc,,,0.02,,,,0.02,,to_evaluate,1
298,Суд удовлетворил требования генпрокурора,2,Subject - Verb - Object - Gen,4,"['Суд', 'удовлетворил', 'требования', 'генпрокурора']",суд,удовлетворил,требования,генпрокурора,,1,суд,223.5999615168889,masc,5,удовлетворить,,5,требование,112.4262326362821,neut,5.0,генпрокурор,0.86,masc,,,0.02,,to_evaluate,1
299,Суд удовлетворил требования прокурора,2,Subject - Verb - Object - Gen,4,"['Суд', 'удовлетворил', 'требования', 'прокурора']",суд,удовлетворил,требования,прокурора,,1,суд,223.5999615168889,masc,5,удовлетворить,,5,требование,112.4262326362821,neut,4.0,прокурор,37.84,masc,,,0.02,,to_evaluate,1
300,Судьба сделала неожиданный пируэт,3,Subject - Verb - Adj - Object,4,"['Судьба', 'сделала', 'неожиданный', 'пируэт']",судьба,сделала,пируэт,,неожиданный,2,судьба,195.6015619977008,femn,3,сделать,777.863585115742,3,пируэт,0.8,masc,,,0.02,,5.0,неожиданный,63.95513846676049,masc,to_evaluate,1
301,Судьи оглашают материалы дела,2,Subject - Verb - Object - Gen,4,"['Судьи', 'оглашают', 'материалы', 'дела']",судьи,оглашают,материалы,дела,,2,судья,,,4,оглашать,4.12,5,материал,176.3065947594201,masc,2.0,дело,1548.292265208457,neut,,,0.02,,to_evaluate,1
302,Сценаристы вручают награду,2,Subject - Verb - Object,3,"['Сценаристы', 'вручают', 'награду']",сценаристы,вручают,награду,,,4,сценарист,3.73,masc,3,вручать,7.16,3,награда,35.27,femn,,,0.02,,,,0.02,,to_evaluate,1
303,Сын ждет поездку,2,Subject - Verb - Object,3,"['Сын', 'ждет', 'поездку']",сын,ждет,поездку,,,1,сын,376.7339015044666,masc,1,ждать,326.9088213986394,3,поездка,76.67,femn,,,0.02,,,,0.02,,control,1
304,Танки покинули город,2,Subject - Verb - Object,3,"['Танки', 'покинули', 'город']",танки,покинули,город,,,2,танк,40.21,masc,4,покинуть,50.49,2,город,737.3054304516912,masc,,,0.02,,,,0.02,,,0
305,Танки покинули палестинскую территорию,3,Subject - Verb - Adj - Object,4,"['Танки', 'покинули', 'палестинскую', 'территорию']",танки,покинули,территорию,,палестинскую,2,танк,40.21,masc,4,покинуть,50.49,5,территория,88.73,femn,,,0.02,,5.0,палестинский,3.28,masc,to_evaluate,1
306,Творчество получило высокую оценку,3,Subject - Verb - Adj - Object,4,"['Творчество', 'получило', 'высокую', 'оценку']",творчество,получило,оценку,,высокую,3,творчество,77.19,neut,4,получить,552.8909435766419,3,оценка,82.58,femn,,,0.02,,4.0,высокий,393.2861792820256,masc,control,1
307,Творчество получило заслуженное признание,3,Subject - Verb - Adj - Object,4,"['Творчество', 'получило', 'заслуженное', 'признание']",творчество,получило,признание,,заслуженное,3,творчество,77.19,neut,4,получить,552.8909435766419,4,признание,47.47,neut,,,0.02,,5.0,заслужить,22.52,,to_evaluate,1
308,Телевидение вело трансляцию,2,Subject - Verb - Object,3,"['Телевидение', 'вело', 'трансляцию']",телевидение,вело,трансляцию,,,6,телевидение,24.25,neut,2,вести,331.68382505567,4,трансляция,3.66,femn,,,0.02,,,,0.02,,,0
309,Телезрители предпочитают детективные сериалы,3,Subject - Verb - Adj - Object,4,"['Телезрители', 'предпочитают', 'детективные', 'сериалы']",телезрители,предпочитают,сериалы,,детективные,5,телезритель,1.76,masc,5,предпочитать,34.39,4,сериал,6.17,masc,,,0.02,,5.0,детективный,2.39,masc,to_evaluate,1
310,Телеканал показал фильм,2,Subject - Verb - Object,3,"['Телеканал', 'показал', 'фильм']",телеканал,показал,фильм,,,4,телеканал,3.75,masc,3,показать,252.7627355296258,1,фильм,125.7043747966601,masc,,,0.02,,,,0.02,,to_evaluate,1
311,Телеканалы собирают огромную аудиторию,3,Subject - Verb - Adj - Object,4,"['Телеканалы', 'собирают', 'огромную', 'аудиторию']",телеканалы,собирают,аудиторию,,огромную,5,телеканал,3.75,masc,4,собирать,73.64134554956239,6,аудитория,,femn,,,0.02,,4.0,огромный,269.4565542433272,masc,to_evaluate,1
312,Террористы занимают здание аэропорта,2,Subject - Verb - Object - Gen,4,"['Террористы', 'занимают', 'здание', 'аэропорта']",террористы,занимают,здание,аэропорта,,4,террорист,13.29,masc,4,занимать,112.0576920855716,3,здание,118.2347521855222,neut,5.0,аэропорт,18.46,masc,,,0.02,,to_evaluate,1
313,Террористы захватили гостиницы,2,Subject - Verb - Object,3,"['Террористы', 'захватили', 'гостиницы']",террористы,захватили,гостиницы,,,4,террорист,13.29,masc,4,захватить,63.89638562534288,4,гостиница,62.84,femn,,,0.02,,,,0.02,,to_evaluate,1
314,Террористы захватили населенный пункт,3,Subject - Verb - Adj - Object,4,"['Террористы', 'захватили', 'населенный', 'пункт']",террористы,захватили,пункт,,населенный,4,террорист,13.29,masc,4,захватить,63.89638562534288,1,пункт,94.85,masc,,,0.02,,4.0,населить,7.74,,to_evaluate,1
315,Топ-менеджеры покинули компанию,2,Subject - Verb - Object,3,"['Топ-менеджеры', 'покинули', 'компанию']",топ-менеджеры,покинули,компанию,,,5,топ-менеджер,1.28,masc,4,покинуть,50.49,4,компания,178.3762971275402,femn,,,0.02,,,,0.02,,,0
316,Топ-менеджеры получили деньги,2,Subject - Verb - Object,3,"['Топ-менеджеры', 'получили', 'деньги']",топ-менеджеры,получили,деньги,,,5,топ-менеджер,1.28,masc,4,получить,552.8909435766419,2,деньга,2.49,femn,,,0.02,,,,0.02,,,0
317,Турки захватили город,2,Subject - Verb - Object,3,"['Турки', 'захватили', 'город']",турки,захватили,город,,,2,турок,8.2,masc,4,захватить,63.89638562534288,2,город,737.3054304516912,masc,,,0.02,,,,0.02,,,0
318,Турнир выявит сильнейших спортсменов,3,Subject - Verb - Adj - Object,4,"['Турнир', 'выявит', 'сильнейших', 'спортсменов']",турнир,выявит,спортсменов,,сильнейших,2,турнир,10.56,masc,3,выявить,20.06,3,спортсмен,18.34,masc,,,0.02,,3.0,сильный,254.6454970386899,masc,to_evaluate,1
319,Управляющий вызвал полицию,2,Subject - Verb - Object,3,"['Управляющий', 'вызвал', 'полицию']",управляющий,вызвал,полицию,,,5,управлять,52.3354287845793,,2,вызвать,144.8310952617903,4,полиция,72.38,femn,,,0.02,,,,0.02,,,0
320,Участники пересекли границу,2,Subject - Verb - Object,3,"['Участники', 'пересекли', 'границу']",участники,пересекли,границу,,,4,участник,79.34,masc,4,пересечь,10.91,3,граница,163.8803687995973,femn,,,0.02,,,,0.02,,,0
321,Фермы выращивают пшеницу,2,Subject - Verb - Object,3,"['Фермы', 'выращивают', 'пшеницу']",фермы,выращивают,пшеницу,,,2,ферма,16.81,femn,5,выращивать,6.98,3,пшеница,15.04,femn,,,0.02,,,,0.02,,to_evaluate,1
322,Фигуранты признали вину,2,Subject - Verb - Object,3,"['Фигуранты', 'признали', 'вину']",фигуранты,признали,вину,,,4,фигурант,1.15,masc,3,признать,90.82121049680936,2,вина,53.63,neut,,,0.02,,,,0.02,,,0
323,Хакеры сменили систему защиты,2,Subject - Verb - Object - Gen,4,"['Хакеры', 'сменили', 'систему', 'защиты']",хакеры,сменили,систему,защиты,,3,хакер,0.91,masc,3,сменить,23.02,3,система,324.8150837772122,femn,3.0,защита,93.42,femn,,,0.02,,to_evaluate,1
324,Хоккеисты заработали сребряную медаль,3,Subject - Verb - Adj - Object,4,"['Хоккеисты', 'заработали', 'сребряную', 'медаль']",хоккеисты,заработали,медаль,,сребряную,4,хоккеист,1.78,masc,5,заработать,27.57,2,медаль,24.8,femn,,,0.02,,4.0,сребряный,,masc,to_evaluate,1
325,Художник разрабатывает сюжет,2,Subject - Verb - Object,3,"['Художник', 'разрабатывает', 'сюжет']",художник,разрабатывает,сюжет,,,3,художник,158.1332726754756,masc,6,разрабатывать,18.44,2,сюжет,43.8,masc,,,0.02,,,,0.02,,control,1
326,Цены показывают положительную динамику,3,Subject - Verb - Adj - Object,4,"['Цены', 'показывают', 'положительную', 'динамику']",цены,показывают,динамику,,положительную,2,цена,154.5760551860098,femn,5,показывать,151.7505776305633,4,динамика,16.39,femn,,,0.02,,6.0,положительный,42.77740971941579,masc,to_evaluate,1
327,Цирк имеет собcтвенную гостиницу,3,Subject - Verb - Adj - Object,4,"['Цирк', 'имеет', 'собтвенную', 'гостиницу']",цирк,имеет,гостиницу,,собтвенную,1,цирк,23.06,masc,3,иметь,1048.094608632301,4,гостиница,62.84,femn,,,0.02,,4.0,собcтвенный,,masc,,0
328,Человек получил незначительные повреждения,3,Subject - Verb - Adj - Object,4,"['Человека', 'получил', 'незначительные', 'повреждения']",человека,получил,повреждения,,незначительные,4,человек,2881.103143350457,masc,3,получить,552.8909435766419,5,повреждение,14.89,neut,,,0.02,,6.0,незначительный,24.03,masc,,0
329,Человек получил травмы,2,Subject - Verb - Object,3,"['Человек', 'получил', 'травмы']",человек,получил,травмы,,,3,человек,2881.103143350457,masc,3,получить,552.8909435766419,2,травма,9.03,femn,,,0.02,,,,0.02,,,0
330,Человечество объявляет войну,2,Subject - Verb - Object,3,"['Человечество', 'объявляет', 'войну']",человечество,объявляет,войну,,,5,человечество,86.31,neut,4,объявлять,27.72,2,война,416.6885042521368,femn,,,0.02,,,,0.02,,to_evaluate,1
331,Шведы потерпели поражение,2,Subject - Verb - Object,3,"['Шведы', 'потерпели', 'поражение']",шведы,потерпели,поражение,,,2,швед,8.84,masc,4,потерпеть,20.18,5,поражение,34.01,neut,,,0.02,,,,0.02,,to_evaluate,1
332,Школьница признала вину,2,Subject - Verb - Object,3,"['Школьница', 'признала', 'вину']",школьница,признала,вину,,,3,школьница,2.67,femn,3,признать,90.82121049680936,2,вина,53.63,neut,,,0.02,,,,0.02,,,0
333,Экономисты делают положительные прогнозы,3,Subject - Verb - Adj - Object,4,"['Экономисты', 'делают', 'положительные', 'прогнозы']",экономисты,делают,прогнозы,,положительные,5,экономист,,masc,3,делать,762.2780586378728,3,прогноз,19.28,masc,,,0.02,,6.0,положительный,42.77740971941579,masc,to_evaluate,1
334,Эксперты нашли следы пота,2,Subject - Verb - Object - Gen,4,"['Эксперты', 'нашли', 'следы', 'пота']",эксперты,нашли,следы,пота,,3,эксперт,31.93,masc,2,наслать,1.24,2,след,102.5557552781249,masc,2.0,пот,33.17,masc,,,0.02,,to_evaluate,1
335,Эксперты обнаружили огнестрельные ранения,3,Subject - Verb - Adj - Object,4,"['Эксперты', 'обнаружили', 'огнестрельные', 'ранения']",эксперты,обнаружили,ранения,,огнестрельные,3,эксперт,31.93,masc,5,обнаружить,93.24342991343502,4,ранение,8.25,neut,,,0.02,,5.0,огнестрельный,3.7,masc,to_evaluate,1
336,Эксперты сделали вывод,2,Subject - Verb - Object,3,"['Эксперты', 'сделали', 'вывод']",эксперты,сделали,вывод,,,3,эксперт,31.93,masc,3,сделать,777.863585115742,2,вывод,81.71,masc,,,0.02,,,,0.02,,to_evaluate,1
