sentence,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent
Следователи восстановили охраной произошедшего,1.0,,,,,semantics_grammar,1.0
Следователи восстановили картины произошедшего,,,0.4285714285714285,0.5714285714285714,,no,0.5714285714285714
Следователи восстановили картине произошедшего,,,1.0,,,grammar,1.0
Следователи восстановили картину произошедшего,,,,1.0,,no,1.0
Следователи восстановили охрану произошедшего,,1.0,,,,semantics,1.0
Следователи допрашивают кости завода,0.2857142857142857,0.7142857142857143,,,,semantics,0.7142857142857143
Следователи допрашивают руководителях завода,,,1.0,,,grammar,1.0
Следователи допрашивают руководителях завода,,,1.0,,,grammar,1.0
Следователи допрашивают кости завода,0.25,0.75,,,,semantics,0.75
Следователи допрашивают кости завода,,1.0,,,,semantics,1.0
Следователи допрашивают руководителей завода,,,,1.0,,no,1.0
Следователи допрашивают костью завода,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Следователи допрашивают кость завода,,1.0,,,,semantics,1.0
Следователи осмотрели место происшествия,,,,1.0,,no,1.0
Следователи осмотрели сотрудничестве происшествия,1.0,,,,,semantics_grammar,1.0
Следователи осмотрели сотрудничество происшествия,0.1,0.9,,,,semantics,0.9
Следователи осмотрели месте происшествия,,,1.0,,,grammar,1.0
Следователи осмотрели места происшествия,,,0.5714285714285714,0.4285714285714285,,grammar,0.5714285714285714
Следователи осмотрели места происшествия,,0.0909090909090909,0.5454545454545454,0.3636363636363636,,grammar,0.5454545454545454
Следователи установили мотиве преступления,,,1.0,,,grammar,1.0
Следователи установили ремонту преступления,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Следователи установили ремонте преступления,1.0,,,,,semantics_grammar,1.0
Следователи установили ремонту преступления,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Следователи установили ремонт преступления,,1.0,,,,semantics,1.0
Следователи установили мотив преступления,,,,1.0,,no,1.0
Следователи установили мотиве преступления,,,1.0,,,grammar,1.0
Следствие выясняет ремонты поступка,0.25,0.75,,,,semantics,0.75
Следствие выясняет мотивами поступка,,,1.0,,,grammar,1.0
Следствие выясняет мотивами поступка,,,1.0,,,grammar,1.0
Следствие выясняет мотивы поступка,,0.125,,0.875,,no,0.875
Следствие выясняет ремонтов поступка,0.75,0.25,,,,semantics_grammar,0.75
Служащий обнаружил пропажу,,,,1.0,,no,1.0
Служащий обнаружил оптимизацию,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,semantics_grammar,0.3333333333333333
Служащий обнаружил пропажа,,,1.0,,,grammar,1.0
Служащий обнаружил оптимизацией,1.0,,,,,semantics_grammar,1.0
Служащий обнаружил фалангу,,0.5555555555555556,,0.4444444444444444,,semantics,0.5555555555555556
Служащий обнаружил орфографию,,0.75,,0.25,,semantics,0.75
Служащий обнаружил фаланги,,0.8888888888888888,0.1111111111111111,,,semantics,0.8888888888888888
Службы зафиксировали рост рейтинга,,,,1.0,,no,1.0
Службы зафиксировали росте рейтинга,,,1.0,,,grammar,1.0
Службы зафиксировали госпиталь рейтинга,,1.0,,,,semantics,1.0
Службы зафиксировали госпиталя рейтинга,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Службы зафиксировали росте рейтинга,,,1.0,,,grammar,1.0
Службы зафиксировали госпиталя рейтинга,0.9,0.1,,,,semantics_grammar,0.9
Службы зафиксировали росте рейтинга,,,1.0,,,grammar,1.0
Случай напугал местных жителям,,,1.0,,,grammar,1.0
Случай напугал местных жителей,,,,1.0,,no,1.0
Случай напугал местных премьерам,0.875,0.125,,,,semantics_grammar,0.875
Случай напугал местных премьеров,,0.6,,0.4,,semantics,0.6
Совет принял решение,,,,1.0,,no,1.0
Совет принял решения,,,0.5,0.5,,grammar,0.5
Совет принял решения,,,0.6363636363636364,0.3636363636363636,,grammar,0.6363636363636364
Совет принял решения,,,1.0,,,grammar,1.0
Совет принял воспоминанию,1.0,,,,,semantics_grammar,1.0
Совет принял воспоминание,,1.0,,,,semantics,1.0
Совет принял воспоминанию,1.0,,,,,semantics_grammar,1.0
Совет принял решением,,,1.0,,,grammar,1.0
Солдаты освобождали землю,,,0.1428571428571428,0.8571428571428571,,no,0.8571428571428571
Солдаты освобождали земли,,,0.2857142857142857,0.7142857142857143,,no,0.7142857142857143
Солдаты освобождали земли,,,0.3333333333333333,0.6666666666666666,,no,0.6666666666666666
Солдаты освобождали конференцию,,1.0,,,,semantics,1.0
Солдаты освобождали земля,,,1.0,,,grammar,1.0
Солдаты освобождали конференция,1.0,,,,,semantics_grammar,1.0
Солдаты открыли характером,1.0,,,,,semantics_grammar,1.0
Солдаты открыли огне,,,1.0,,,grammar,1.0
Солдаты открыли огонь,,,,1.0,,no,1.0
Солдаты открыли характер,,1.0,,,,semantics,1.0
Сосед опубликовал фотографией записки,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Сосед опубликовал реформе записки,0.875,,0.125,,,semantics_grammar,0.875
Сосед опубликовал реформе записки,0.9090909090909092,,0.0909090909090909,,,semantics_grammar,0.9090909090909092
Сосед опубликовал реформу записки,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888
Сосед опубликовал фотографию записки,,0.1666666666666666,,0.8333333333333334,,no,0.8333333333333334
Сосед опубликовал фотография записки,,,1.0,,,grammar,1.0
Сосед опубликовал фотография записки,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Сотрудник достал служебное удостоверения,,0.0833333333333333,0.9166666666666666,,,grammar,0.9166666666666666
Сотрудник достал служебное падение,0.125,0.875,,,,semantics,0.875
Сотрудник достал служебное удостоверения,,,1.0,,,grammar,1.0
Сотрудник достал служебное падением,1.0,,,,,semantics_grammar,1.0
Сотрудник достал служебное удостоверение,,,,1.0,,no,1.0
Сотрудник оказал первую дате,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Сотрудник оказал первую помощь,,,,1.0,,no,1.0
Сотрудник оказал первую дату,0.125,0.875,,,,semantics,0.875
Сотрудник оказал первую дата,1.0,,,,,semantics_grammar,1.0
Сотрудник оказал первую дата,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Сотрудник оказал первую помощи,,,1.0,,,grammar,1.0
Сотрудник оказал первую помощи,,,1.0,,,grammar,1.0
Сотрудники восстанавливают разрушенные колонной,,0.25,0.75,,,grammar,0.75
Сотрудники восстанавливают разрушенные шутках,1.0,,,,,semantics_grammar,1.0
Сотрудники восстанавливают разрушенные колонны,,0.2857142857142857,,0.7142857142857143,,no,0.7142857142857143
Сотрудники восстанавливают разрушенные шутки,,1.0,,,,semantics,1.0
Сотрудники выясняют подробностей происшествия,,,1.0,,,grammar,1.0
Сотрудники выясняют подробности происшествия,,,,1.0,,no,1.0
Сотрудники выясняют воной происшествия,0.8333333333333334,,0.1666666666666666,,,semantics_grammar,0.8333333333333334
Сотрудники выясняют премиях происшествия,1.0,,,,,semantics_grammar,1.0
Сотрудники выясняют воны происшествия,0.4,0.6,,,,semantics,0.6
Сотрудники выясняют премиям происшествия,0.75,0.25,,,,semantics_grammar,0.75
Сотрудники выясняют премии происшествия,,1.0,,,,semantics,1.0
Сотрудники выясняют премии происшествия,,1.0,,,,semantics,1.0
Сотрудники выясняют республики происшествия,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Сотрудники выясняют премий происшествия,1.0,,,,,semantics_grammar,1.0
Сотрудники обследовали строительную конституции,0.6,0.3,0.1,,,semantics_grammar,0.6
Сотрудники обследовали строительную площадку,,,,1.0,,no,1.0
Сотрудники обследовали строительную площадкой,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888
Сотрудники обследовали строительную площадкой,,,1.0,,,grammar,1.0
Сотрудники обследовали строительную площадкой,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334
Сотрудники обследовали строительную конституции,0.75,0.25,,,,semantics_grammar,0.75
Сотрудники обследовали строительную конституцию,,1.0,,,,semantics,1.0
Сотрудники обыскали поколение,,1.0,,,,semantics,1.0
Сотрудники обыскали здание,,,,1.0,,no,1.0
Сотрудники организовали декабре животного,1.0,,,,,semantics_grammar,1.0
Сотрудники организовали поиск животного,,,,1.0,,no,1.0
Сотрудники организовали декабрь животного,,1.0,,,,semantics,1.0
Сотрудники организовали поиска животного,,,1.0,,,grammar,1.0
Сотрудники организовали поиска животного,,,1.0,,,grammar,1.0
Сотрудники принесли извинениях,,0.1,0.9,,,grammar,0.9
Сотрудники принесли извинениях,,,1.0,,,grammar,1.0
Сотрудники принесли извинения,,,,1.0,,no,1.0
Сотрудники принесли извинениях,,0.1428571428571428,0.8571428571428571,,,grammar,0.8571428571428571
Сотрудники принесли освоению,0.75,,0.25,,,semantics_grammar,0.75
Сотрудники принесли освоение,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Сотрудники принесли освоения,,1.0,,,,semantics,1.0
Сотрудники принесли освоении,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Сотрудники принесли освоением,1.0,,,,,semantics_grammar,1.0
Сотрудники проверяют поступившие сообщения,,,,1.0,,no,1.0
Сотрудники проверяют поступившие поколении,0.7142857142857143,0.1428571428571428,0.1428571428571428,,,semantics_grammar,0.7142857142857143
Сотрудники проверяют поступившие поколения,,1.0,,,,semantics,1.0
Сотрудники проверяют поступившие сообщении,,,1.0,,,grammar,1.0
Сотрудники проверяют поступившие сообщении,,,1.0,,,grammar,1.0
Сотрудники проверяют поступившие поколение,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Сотрудники проверяют поступившие поколении,0.6666666666666666,0.0833333333333333,0.25,,,semantics_grammar,0.6666666666666666
Сотрудники произвели подспорью,0.7,0.1,0.1,0.1,,semantics_grammar,0.7
Сотрудники произвели подспорью,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Сотрудники произвели задержании,,,1.0,,,grammar,1.0
Сотрудники произвели задержание,,,0.1428571428571428,0.8571428571428571,,no,0.8571428571428571
Сотрудники произвели задержании,,,1.0,,,grammar,1.0
Сотрудники произвели подспорье,,1.0,,,,semantics,1.0
Сотрудники производят досмотр транспорта,,,,1.0,,no,1.0
Сотрудники производят жаворонком транспорта,1.0,,,,,semantics_grammar,1.0
Сотрудники производят жаворонок транспорта,0.4,0.4,,0.2,,semantics_grammar,0.4
Сотрудники производят досмотре транспорта,,,1.0,,,grammar,1.0
Сотрудники производят чернозём транспорта,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Сотрудники производят лотос транспорта,,1.0,,,,semantics,1.0
Сотрудники производят лотос транспорта,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Сотрудница оказала первую дату,,1.0,,,,semantics,1.0
Сотрудница оказала первую помощи,,,0.9166666666666666,0.0833333333333333,,grammar,0.9166666666666666
Сотрудница оказала первую помощь,,,,1.0,,no,1.0
Сотрудница оказала первую помощи,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Сотрудница оказала первую дате,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Сотрудница оказала первую дате,0.75,0.25,,,,semantics_grammar,0.75
Спасатели ликвидировали урок,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Спасатели ликвидировали переводчика,,0.5,,0.5,,semantics,0.5
Спасатели ликвидировали пожаре,,,1.0,,,grammar,1.0
Спасатели ликвидировали пожар,,0.1,,0.9,,no,0.9
Спасатели ликвидировали переводчик,0.2857142857142857,0.4285714285714285,0.2857142857142857,,,semantics,0.4285714285714285
Спасатели ликвидировали контекст,0.25,0.75,,,,semantics,0.75
Спасатели ликвидировали уроке,1.0,,,,,semantics_grammar,1.0
Спецназ продолжает преследование бандитов,,,,1.0,,no,1.0
Спецназ продолжает преследования бандитов,,,0.7142857142857143,0.2857142857142857,,grammar,0.7142857142857143
Спецназ продолжает преследования бандитов,,,0.8,0.2,,grammar,0.8
Спецназ продолжает удобству бандитов,1.0,,,,,semantics_grammar,1.0
Спецназ продолжает удобство бандитов,0.125,0.875,,,,semantics,0.875
Статья получила широкую известности,,,1.0,,,grammar,1.0
Статья получила широкую известность,,,0.2,0.8,,no,0.8
Статья получила широкую жила,0.8,0.1,0.1,,,semantics_grammar,0.8
Статья получила широкую известности,,,1.0,,,grammar,1.0
Статья получила широкую жила,0.7142857142857143,0.1428571428571428,0.1428571428571428,,,semantics_grammar,0.7142857142857143
Статья получила широкую жилу,,1.0,,,,semantics,1.0
Сторож оказал первую дату,,1.0,,,,semantics,1.0
Сторож оказал первую дата,0.6,0.4,,,,semantics_grammar,0.6
Сторож оказал первую дата,0.8,0.2,,,,semantics_grammar,0.8
Сторож оказал первую помощь,,,,1.0,,no,1.0
Сторож оказал первую помощи,,,1.0,,,grammar,1.0
Сторож оказал первую помощи,,,1.0,,,grammar,1.0
Стороны заключили мировое детством,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Стороны заключили мировое соглашению,,,1.0,,,grammar,1.0
Стороны заключили мировое детство,,1.0,,,,semantics,1.0
Стороны заключили мировое соглашению,,,1.0,,,grammar,1.0
Стороны заключили мировое детстве,1.0,,,,,semantics_grammar,1.0
Стороны заключили мировое соглашение,,0.1111111111111111,,0.8888888888888888,,no,0.8888888888888888
Стороны заключили предварительное детство,,1.0,,,,semantics,1.0
Стороны заключили предварительное соглашением,,,1.0,,,grammar,1.0
Стороны заключили предварительное детству,1.0,,,,,semantics_grammar,1.0
Стороны заключили предварительное детству,1.0,,,,,semantics_grammar,1.0
Стороны заключили предварительное соглашение,,,,1.0,,no,1.0
Стороны комментируют рассказов переговоров,0.8,0.1,0.1,,,semantics_grammar,0.8
Стороны комментируют рассказов переговоров,0.8,0.2,,,,semantics_grammar,0.8
Стороны комментируют результатов переговоров,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Стороны комментируют результаты переговоров,,,,1.0,,no,1.0
Стороны комментируют результатов переговоров,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Стороны комментируют рассказы переговоров,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Стороны несут выставки,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Стороны несут выставке,1.0,,,,,semantics_grammar,1.0
Стороны несут потерям,,,1.0,,,grammar,1.0
Стороны несут школы,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Стороны несут мастерские,0.25,0.75,,,,semantics,0.75
Стороны несут потери,,,,1.0,,no,1.0
Стороны обсудят фамилии отношений,0.1428571428571428,0.8571428571428571,,,,semantics,0.8571428571428571
Стороны обсудят перспективам отношений,,,1.0,,,grammar,1.0
Стороны обсудят фамилию отношений,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Стороны обсудят перспективы отношений,,,,1.0,,no,1.0
Стороны обсудят фамилия отношений,1.0,,,,,semantics_grammar,1.0
Стороны обсудят фамилию отношений,0.2,0.8,,,,semantics,0.8
Стороны подписали детство,,1.0,,,,semantics,1.0
Стороны подписали детстве,1.0,,,,,semantics_grammar,1.0
Стороны подписали соглашении,,,1.0,,,grammar,1.0
Стороны подписали соглашении,,,1.0,,,grammar,1.0
Стороны подписали соглашение,,,,1.0,,no,1.0
Стороны подписали детстве,0.5,0.5,,,,semantics_grammar,0.5
Стороны подписали детстве,1.0,,,,,semantics_grammar,1.0
Суд аннулировал рассказов голосования,0.8,0.2,,,,semantics_grammar,0.8
Суд аннулировал музеи голосования,0.4285714285714285,0.5714285714285714,,,,semantics,0.5714285714285714
Суд аннулировал музеев голосования,1.0,,,,,semantics_grammar,1.0
Суд аннулировал результаты голосования,,,,1.0,,no,1.0
Суд аннулировал рассказах голосования,1.0,,,,,semantics_grammar,1.0
Суд аннулировал результатам голосования,,,1.0,,,grammar,1.0
Суд аннулировал рассказы голосования,,1.0,,,,semantics,1.0
Суд аннулировал рассказами голосования,0.75,0.25,,,,semantics_grammar,0.75
Суд поддержал требования прокуратуры,,,0.125,0.875,,no,0.875
Суд поддержал требования прокуратуры,,,0.2,0.8,,no,0.8
Суд поддержал требования прокуратуры,,,,1.0,,no,1.0
Суд поддержал требованием прокуратуры,,,1.0,,,grammar,1.0
Суд поддержал требованием прокуратуры,,,1.0,,,grammar,1.0
Суд поддержал требованием прокуратуры,,0.25,0.75,,,grammar,0.75
Суд поддержал путешествие прокуратуры,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Суд поддержал требованием прокуратуры,,,1.0,,,grammar,1.0
Суд поддержал требованием прокуратуры,,,1.0,,,grammar,1.0
Суд поддержал требование прокуратуры,,,,1.0,,no,1.0
Суд поддержал путешествием прокуратуры,0.8181818181818182,0.1818181818181818,,,,semantics_grammar,0.8181818181818182
Суд поддержал требованием прокуратуры,,0.25,0.75,,,grammar,0.75
Суд поддержал требованию прокуратуры,,,1.0,,,grammar,1.0
Суд поддержал путешествием прокуратуры,0.75,0.25,,,,semantics_grammar,0.75
Суд поддержал требовании прокуратуры,,,0.6666666666666666,0.3333333333333333,,grammar,0.6666666666666666
Суд принял путешествии,1.0,,,,,semantics_grammar,1.0
Суд принял решение,,,,1.0,,no,1.0
Суд принял решением,,,1.0,,,grammar,1.0
Суд принял путешествия,0.125,0.875,,,,semantics,0.875
Суд принял путешествие,,1.0,,,,semantics,1.0
Суд принял путешествия,,1.0,,,,semantics,1.0
Суд принял соответствующее путешествие,,1.0,,,,semantics,1.0
Суд принял соответствующее путешествии,0.8,0.2,,,,semantics_grammar,0.8
Суд принял соответствующее путешествии,0.875,0.125,,,,semantics_grammar,0.875
Суд принял соответствующее решению,,,1.0,,,grammar,1.0
Суд принял соответствующее решению,,,1.0,,,grammar,1.0
Суд принял соответствующее решение,,,,1.0,,no,1.0
Суд удовлетворил иском,,,1.0,,,grammar,1.0
Суд удовлетворил уголке,1.0,,,,,semantics_grammar,1.0
Суд удовлетворил уголку,0.2,0.8,,,,semantics,0.8
Суд удовлетворил иск,,,,1.0,,no,1.0
Суд удовлетворил уголку,0.3,0.7,,,,semantics,0.7
Суд удовлетворил уголок,,1.0,,,,semantics,1.0
Суд удовлетворил путешествии генпрокурора,1.0,,,,,semantics_grammar,1.0
Суд удовлетворил требований генпрокурора,,,1.0,,,grammar,1.0
Суд удовлетворил путешествия генпрокурора,0.125,0.875,,,,semantics,0.875
Суд удовлетворил требований генпрокурора,,,1.0,,,grammar,1.0
Суд удовлетворил путешествие генпрокурора,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Суд удовлетворил требования генпрокурора,,,,1.0,,no,1.0
Суд удовлетворил требований прокурора,,,1.0,,,grammar,1.0
Суд удовлетворил требования прокурора,,0.125,,0.875,,no,0.875
Суд удовлетворил путешествия прокурора,,1.0,,,,semantics,1.0
Суд удовлетворил путешествие прокурора,0.25,0.75,,,,semantics,0.75
Суд удовлетворил путешествии прокурора,1.0,,,,,semantics_grammar,1.0
Судьба сделала неожиданный тезисе,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Судьба сделала неожиданный пируэте,,,1.0,,,grammar,1.0
Судьба сделала неожиданный пируэт,,,,1.0,,no,1.0
Судьба сделала неожиданный спиртзаводе,1.0,,,,,semantics_grammar,1.0
Судьба сделала неожиданный тезис,,0.4,,0.6,,no,0.6
Судьба сделала неожиданный спиртзавод,,1.0,,,,semantics,1.0
Судьи оглашают турниры дела,,1.0,,,,semantics,1.0
Судьи оглашают августы дела,0.5,0.5,,,,semantics_grammar,0.5
Судьи оглашают материалах дела,0.1111111111111111,,0.8888888888888888,,,grammar,0.8888888888888888
Судьи оглашают турнирах дела,1.0,,,,,semantics_grammar,1.0
Судьи оглашают августов дела,0.5714285714285714,0.4285714285714285,,,,semantics_grammar,0.5714285714285714
Судьи оглашают материалы дела,,,,1.0,,no,1.0
Сценаристы вручают окраине,0.5,0.5,,,,semantics_grammar,0.5
Сценаристы вручают окраине,1.0,,,,,semantics_grammar,1.0
Сценаристы вручают окраине,0.5714285714285714,0.4285714285714285,,,,semantics_grammar,0.5714285714285714
Сценаристы вручают окраиной,1.0,,,,,semantics_grammar,1.0
Сценаристы вручают окраину,,1.0,,,,semantics,1.0
Сценаристы вручают награду,,,0.2,0.8,,no,0.8
Сценаристы вручают награда,,0.25,0.75,,,grammar,0.75
Сын ждет поездки,,0.1428571428571428,0.4285714285714285,0.4285714285714285,,grammar,0.4285714285714285
Сын ждет жиле,0.25,0.375,0.25,,0.125,semantics,0.375
Танки покинули палестинскую территорию,,,,1.0,,no,1.0
Танки покинули палестинскую биографией,1.0,,,,,semantics_grammar,1.0
Танки покинули палестинскую территорией,0.0909090909090909,,0.9090909090909092,,,grammar,0.9090909090909092
Танки покинули палестинскую территорией,0.125,,0.875,,,grammar,0.875
Танки покинули палестинскую территорией,,,1.0,,,grammar,1.0
Танки покинули палестинскую биографию,,1.0,,,,semantics,1.0
Творчество получило высокую оценку,,,,1.0,,no,1.0
Творчество получило высокую яну,,1.0,,,,semantics,1.0
Творчество получило высокую яне,0.5,0.5,,,,semantics_grammar,0.5
Творчество получило высокую оценки,,,1.0,,,grammar,1.0
Творчество получило заслуженное село,,1.0,,,,semantics,1.0
Творчество получило заслуженное признание,,0.2,,0.8,,no,0.8
Творчество получило заслуженное села,1.0,,,,,semantics_grammar,1.0
Творчество получило заслуженное признанию,,,1.0,,,grammar,1.0
Телезрители предпочитают детективные сериалах,,,1.0,,,grammar,1.0
Телезрители предпочитают детективные сериалах,,,0.8571428571428571,,0.1428571428571428,grammar,0.8571428571428571
Телезрители предпочитают детективные госах,0.5,0.5,,,,semantics_grammar,0.5
Телезрители предпочитают детективные госах,1.0,,,,,semantics_grammar,1.0
Телезрители предпочитают детективные госов,1.0,,,,,semantics_grammar,1.0
Телезрители предпочитают детективные госы,,1.0,,,,semantics,1.0
Телезрители предпочитают детективные сериалы,,,,1.0,,no,1.0
Телеканал показал чину,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Телеканал показал чин,,1.0,,,,semantics,1.0
Телеканал показал округе,0.1666666666666666,0.1666666666666666,0.6666666666666666,,,grammar,0.6666666666666666
Телеканал показал чина,1.0,,,,,semantics_grammar,1.0
Телеканал показал округ,,0.25,,0.5,0.25,no,0.5
Телеканал показал фильму,,,1.0,,,grammar,1.0
Телеканал показал фильм,,,,1.0,,no,1.0
Телеканалы собирают огромную ликвидацию,,1.0,,,,semantics,1.0
Телеканалы собирают огромную аудиторию,,,,1.0,,no,1.0
Телеканалы собирают огромную аудитория,,,1.0,,,grammar,1.0
Телеканалы собирают огромную ликвидация,1.0,,,,,semantics_grammar,1.0
Телеканалы собирают огромную аудитория,,,1.0,,,grammar,1.0
Телеканалы собирают огромную ликвидации,0.2,0.4,0.4,,,semantics,0.4
Телеканалы собирают огромную ликвидации,0.25,0.375,0.375,,,semantics,0.375
Телеканалы собирают огромную аудитория,,,1.0,,,grammar,1.0
Террористы занимают здании аэропорта,,,1.0,,,grammar,1.0
Террористы занимают поколении аэропорта,1.0,,,,,semantics_grammar,1.0
Террористы занимают здание аэропорта,,,,1.0,,no,1.0
Террористы занимают поколение аэропорта,,1.0,,,,semantics,1.0
Террористы захватили гостиницы,,,0.2857142857142857,0.7142857142857143,,no,0.7142857142857143
Террористы захватили динамика,0.6,0.4,,,,semantics_grammar,0.6
Террористы захватили гостиницу,,,,1.0,,no,1.0
Террористы захватили динамики,,1.0,,,,semantics,1.0
Террористы захватили населенный пунктом,,,1.0,,,grammar,1.0
Террористы захватили населенный манером,1.0,,,,,semantics_grammar,1.0
Террористы захватили населенный манером,0.8888888888888888,0.1111111111111111,,,,semantics_grammar,0.8888888888888888
Террористы захватили населенный пункт,,,,1.0,,no,1.0
Террористы захватили населенный пунктом,,,1.0,,,grammar,1.0
Террористы захватили населенный манер,,1.0,,,,semantics,1.0
Турнир выявит сильнейших спортсменов,,,,1.0,,no,1.0
Турнир выявит сильнейших хранители,0.8333333333333334,,0.1666666666666666,,,semantics_grammar,0.8333333333333334
Турнир выявит сильнейших спортсмены,,,1.0,,,grammar,1.0
Турнир выявит сильнейших хранителей,,0.5555555555555556,,0.4444444444444444,,semantics,0.5555555555555556
Фермы выращивают пшеницы,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Фермы выращивают истерики,,1.0,,,,semantics,1.0
Фермы выращивают истерике,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Фермы выращивают истерику,,1.0,,,,semantics,1.0
Фермы выращивают пшеницу,,0.3333333333333333,,0.6666666666666666,,no,0.6666666666666666
Хакеры сменили память защиты,0.1428571428571428,0.7142857142857143,,0.1428571428571428,,semantics,0.7142857142857143
Хакеры сменили любовь защиты,,1.0,,,,semantics,1.0
Хакеры сменили любовь защиты,,0.6666666666666666,0.3333333333333333,,,semantics,0.6666666666666666
Хакеры сменили честью защиты,1.0,,,,,semantics_grammar,1.0
Хакеры сменили памяти защиты,0.6,0.2,0.2,,,semantics_grammar,0.6
Хакеры сменили честь защиты,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Хакеры сменили системе защиты,,,1.0,,,grammar,1.0
Хакеры сменили систему защиты,,0.1428571428571428,,0.8571428571428571,,no,0.8571428571428571
Хоккеисты заработали сребряную медаль,,0.1666666666666666,0.3333333333333333,0.5,,no,0.5
Хоккеисты заработали сребряную видимость,0.375,0.625,,,,semantics,0.625
Хоккеисты заработали сребряную погоду,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Хоккеисты заработали сребряную медали,,,1.0,,,grammar,1.0
Хоккеисты заработали сребряную видимости,0.8888888888888888,0.1111111111111111,,,,semantics_grammar,0.8888888888888888
Цены показывают положительную динамики,,,1.0,,,grammar,1.0
Цены показывают положительную динамики,,,1.0,,,grammar,1.0
Цены показывают положительную фамилии,1.0,,,,,semantics_grammar,1.0
Цены показывают положительную фамилии,1.0,,,,,semantics_grammar,1.0
Цены показывают положительную фамилию,,1.0,,,,semantics,1.0
Цены показывают положительную динамику,,,,1.0,,no,1.0
Человечество объявляет войну,,,,1.0,,no,1.0
Человечество объявляет рамку,,1.0,,,,semantics,1.0
Человечество объявляет рамке,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Человечество объявляет рамке,0.75,0.25,,,,semantics_grammar,0.75
Человечество объявляет войне,,,1.0,,,grammar,1.0
Человечество объявляет войне,,,1.0,,,grammar,1.0
Шведы потерпели общежитие,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Шведы потерпели поражение,,,,1.0,,no,1.0
Шведы потерпели чтение,,1.0,,,,semantics,1.0
Шведы потерпели чтению,1.0,,,,,semantics_grammar,1.0
Шведы потерпели чтению,0.75,0.25,,,,semantics_grammar,0.75
Шведы потерпели чтении,1.0,,,,,semantics_grammar,1.0
Шведы потерпели чтением,0.8,0.2,,,,semantics_grammar,0.8
Шведы потерпели поражения,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Шведы потерпели общежитии,1.0,,,,,semantics_grammar,1.0
Экономисты делают положительные кружки,,1.0,,,,semantics,1.0
Экономисты делают положительные кружке,0.75,0.25,,,,semantics_grammar,0.75
Экономисты делают положительные прогнозами,,,1.0,,,grammar,1.0
Экономисты делают положительные прогнозы,,,,1.0,,no,1.0
Эксперты нашли конкурсами пота,0.8,0.2,,,,semantics_grammar,0.8
Эксперты нашли конкурсами пота,1.0,,,,,semantics_grammar,1.0
Эксперты нашли конкурсы пота,,1.0,,,,semantics,1.0
Эксперты нашли конкурсами пота,0.875,0.125,,,,semantics_grammar,0.875
Эксперты нашли следы пота,,,,1.0,,no,1.0
