,congruent,base_sent,sent_corrected,length,structure,words,subject,verb,object,gen,adj,preposition,object2,subject_length,subject_lemma,subject_ipm,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,gen_length,gen_lemma,gen_ipm,adj_length,adj_lemma,adj_ipm,preposition_length,preposition_lemma,preposition_ipm,object2_length,object2_lemma,object2_ipm
558,Его жертве наши сотрудники вызвали скорую .,Сотрудники вызвали скорую,Сотрудники вызвали скорую,3,check me,"['Сотрудники', 'вызвали', 'скорую']",сотрудники,вызвали,скорую,,,,,4,сотрудник,,3,вызвать,144.83109526179032,3,скорый,38.891710434751666,,,,,,,,,,,,
561,Подробности происшествия выясняют сотрудники правоохранительных органов .,Сотрудники выясняют подробности,Сотрудники выясняют подробности происшествия,4,Subject - Verb - Object - Gen,"['Сотрудники', 'выясняют', 'подробности', 'происшествия']",сотрудники,выясняют,подробности,происшествия,,,,4,сотрудник,,4,выяснять,,4,подробность,,5.0,происшествие,,,,,,,,,,
562,Сотрудники управления задержали всех предполагаемых вымогателей .,Сотрудники задержали вымогателей,Сотрудники задержали предполагаемых вымогателей,4,Subject - Verb - Adj - Object,"['Сотрудники', 'задержали', 'предполагаемых', 'вымогателей']",сотрудники,задержали,вымогателей,,предполагаемых,,,4,сотрудник,,4,задержать,,5,вымогатель,,,,,6.0,предполагать,77.09441027469691,,,,,,
563,Спровоцировавшего скандал мужчину задержали сотрудники полиции .,Сотрудники задержали мужчину,Сотрудники задержали мужчину,3,Subject - Verb - Object,"['Сотрудники', 'задержали', 'мужчину']",сотрудники,задержали,мужчину,,,,,4,сотрудник,,4,задержать,,3,мужчина,175.95674829461532,,,,,,,,,,,,
564,Сотрудники милиции задержали преступников в момент продажи .,Сотрудники задержали преступников,Сотрудники задержали преступников,3,Subject - Verb - Object,"['Сотрудники', 'задержали', 'преступников']",сотрудники,задержали,преступников,,,,,4,сотрудник,,4,задержать,,4,преступник,,,,,,,,,,,,,
565,Сотрудники администрации обследовали строительную площадку .,Сотрудники обследовали площадку,Сотрудники обследовали строительную площадку,4,Subject - Verb - Adj - Object,"['Сотрудники', 'обследовали', 'строительную', 'площадку']",сотрудники,обследовали,площадку,,строительную,,,4,сотрудник,,5,обследовать,,3,площадка,,,,,5.0,строительный,,,,,,,
566,Здание обыскали сотрудники полиции с собаками .,Сотрудники обыскали здание,Сотрудники обыскали здание,3,Subject - Verb - Object,"['Сотрудники', 'обыскали', 'здание']",сотрудники,обыскали,здание,,,,,4,сотрудник,,4,обыскать,,3,здание,118.23475218552224,,,,,,,,,,,,
567,Сотрудники полиции безопасности также обыскали его кабинет .,Сотрудники обыскали кабинет,Сотрудники обыскали кабинет,3,Subject - Verb - Object,"['Сотрудники', 'обыскали', 'кабинет']",сотрудники,обыскали,кабинет,,,,,4,сотрудник,,4,обыскать,,3,кабинет,135.11284117457882,,,,,,,,,,,,
569,Информацию подтвердили сотрудники служб безопасности .,Сотрудники подтвердили информацию,Сотрудники подтвердили информацию,3,Subject - Verb - Object,"['Сотрудники', 'подтвердили', 'информацию']",сотрудники,подтвердили,информацию,,,,,4,сотрудник,,4,подтвердить,,5,информация,115.45200396928855,,,,,,,,,,,,
570,Эту информацию подтвердили сотрудники правоохранительных органов .,Сотрудники подтвердили информацию,Сотрудники подтвердили информацию,3,Subject - Verb - Object,"['Сотрудники', 'подтвердили', 'информацию']",сотрудники,подтвердили,информацию,,,,,4,сотрудник,,4,подтвердить,,5,информация,115.45200396928855,,,,,,,,,,,,
571,Сотрудники авиакомпании принесли свои извинения пострадавшей семье .,Сотрудники принесли извинения,Сотрудники принесли извинения,3,Subject - Verb - Object,"['Сотрудники', 'принесли', 'извинения']",сотрудники,принесли,извинения,,,,,4,сотрудник,,3,принести,163.65336918502933,5,извинение,,,,,,,,,,,,,
573,"Кстати , сотрудники органов уже проводят проверку .",Сотрудники проводят проверку,Сотрудники проводят проверку,3,Subject - Verb - Object,"['Сотрудники', 'проводят', 'проверку']",сотрудники,проводят,проверку,,,,,4,сотрудник,,3,проводить,164.59875581511255,3,проверка,,,,,,,,,,,,,
574,Задержание произвели сотрудники финансовой полиции .,Сотрудники произвели задержание,Сотрудники произвели задержание,3,Subject - Verb - Object,"['Сотрудники', 'произвели', 'задержание']",сотрудники,произвели,задержание,,,,,4,сотрудник,,4,произвести,110.6316003893444,5,задержание,,,,,,,,,,,,,
575,Сотрудники милиции производят досмотр транспорта .,Сотрудники производят досмотр,Сотрудники производят досмотр транспорта,4,Subject - Verb - Object - Gen,"['Сотрудники', 'производят', 'досмотр', 'транспорта']",сотрудники,производят,досмотр,транспорта,,,,4,сотрудник,,4,производить,125.23969323272088,2,досмотр,,3.0,транспорт,,,,,,,,,,
576,Сотрудники полиции оперативно установили его личность .,Сотрудники установили личность,Сотрудники установили личность,3,Subject - Verb - Object,"['Сотрудники', 'установили', 'личность']",сотрудники,установили,личность,,,,,4,сотрудник,,5,установить,127.35212494005371,2,личность,113.92443009243092,,,,,,,,,,,,
577,Первую помощь оказала сотрудница школы .,Сотрудница оказала помощь,Сотрудница оказала первую помощь,4,Subject - Verb - Adj - Object,"['Сотрудница', 'оказала', 'первую', 'помощь']",сотрудница,оказала,помощь,,первую,,,4,сотрудница,,4,оказать,,2,помощь,257.663256620594,,,,3.0,первый,,,,,,,
578,Наибольшую известность получили его инструментальные сочинения .,Сочинения получили известность,Сочинения получили большую известность,4,Subject - Verb - Adj - Object,"['Сочинения', 'получили', 'большую', 'известность']",сочинения,получили,известность,,большую,,,5,сочинение,,4,получить,552.8909435766419,3,известность,,,,,3.0,больший,179.76500065195626,,,,,,
579,"В итоге , трое спасателей получили ранение .",Спасателей получили ранение,Спасатели получили ранение,3,Subject - Verb - Object,"['Спасатели', 'получили', 'ранение']",спасатели,получили,ранение,,,,,4,спасатель,,4,получить,552.8909435766419,4,ранение,,,,,,,,,,,,,
580,"По последним данным , спасатели ликвидировали пожар .",Спасатели ликвидировали пожар,Спасатели ликвидировали пожар,3,Subject - Verb - Object,"['Спасатели', 'ликвидировали', 'пожар']",спасатели,ликвидировали,пожар,,,,,4,спасатель,,6,ликвидировать,,2,пожар,,,,,,,,,,,,,
581,"По последним данным , спасатели ликвидировали пожар .",Спасатели ликвидировали пожар,Спасатели ликвидировали пожар,3,Subject - Verb - Object,"['Спасатели', 'ликвидировали', 'пожар']",спасатели,ликвидировали,пожар,,,,,4,спасатель,,6,ликвидировать,,2,пожар,,,,,,,,,,,,,
582,"Спасатели предпринимают усилия , чтобы ликвидировать возгорание .",Спасатели предпринимают усилия,Спасатели предпринимают усилия,3,Subject - Verb - Object,"['Спасатели', 'предпринимают', 'усилия']",спасатели,предпринимают,усилия,,,,,4,спасатель,,5,предпринимать,,4,усилие,,,,,,,,,,,,,
583,Причину пожара теперь выясняют специалисты .,Специалисты выясняют причину,Специалисты выясняют причину пожара,4,Subject - Verb - Object - Gen,"['Специалисты', 'выясняют', 'причину', 'пожара']",специалисты,выясняют,причину,пожара,,,,5,специалист,,4,выяснять,,3,причина,240.54481509846545,3.0,пожар,,,,,,,,,,
584,Сейчас эту идею обсуждают специалисты ведомства .,Специалисты обсуждают идею,Специалисты обсуждают идею,3,Subject - Verb - Object,"['Специалисты', 'обсуждают', 'идею']",специалисты,обсуждают,идею,,,,,5,специалист,,4,обсуждать,52.91227486395212,3,идея,213.85767217637013,,,,,,,,,,,,
585,Из-за инфекции специалисты проводят эпидемиологическое расследование .,Специалисты проводят расследование,Специалисты проводят эпидемиологическое расследование,4,Subject - Verb - Adj - Object,"['Специалисты', 'проводят', 'эпидемиологическое', 'расследование']",специалисты,проводят,расследование,,эпидемиологическое,,,5,специалист,,3,проводить,164.59875581511255,6,расследование,,,,,10.0,эпидемиологический,,,,,,,
586,Специалисты устанавливают все обстоятельств происшествия .,Специалисты устанавливают обстоятельств,Специалисты устанавливают обстоятельства происшествия,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'обстоятельства', 'происшествия']",специалисты,устанавливают,обстоятельства,происшествия,,,,5,специалист,,6,устанавливать,,5,обстоятельство,136.64575621883805,5.0,происшествие,,,,,,,,,,
587,Причину пожара устанавливают специалисты ведомства .,Специалисты устанавливают причину,Специалисты устанавливают причину пожара,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причину', 'пожара']",специалисты,устанавливают,причину,пожара,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,3.0,пожар,,,,,,,,,,
588,Причину возгорания в настоящее время устанавливают специалисты .,Специалисты устанавливают причину,Специалисты устанавливают причину пожара,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причину', 'пожара']",специалисты,устанавливают,причину,пожара,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,3.0,пожар,,,,,,,,,,
589,Причины возгорания сейчас устанавливают специалисты .,Специалисты устанавливают причины,Специалисты устанавливают причины возгорания,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причины', 'возгорания']",специалисты,устанавливают,причины,возгорания,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,5.0,возгорание,,,,,,,,,,
590,В настоящее время специалисты устанавливают причины пожара .,Специалисты устанавливают причины,Специалисты устанавливают причины пожара,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причины', 'пожара']",специалисты,устанавливают,причины,пожара,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,3.0,пожар,,,,,,,,,,
591,Специалисты устанавливают причины и обстоятельства конфликта .,Специалисты устанавливают причины,Специалисты устанавливают причины пожара,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причины', 'пожара']",специалисты,устанавливают,причины,пожара,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,3.0,пожар,,,,,,,,,,
592,Причины возгорания сейчас устанавливают специалисты .,Специалисты устанавливают причины,Специалисты устанавливают причины возгорания,4,Subject - Verb - Object - Gen,"['Специалисты', 'устанавливают', 'причины', 'возгорания']",специалисты,устанавливают,причины,возгорания,,,,5,специалист,,6,устанавливать,,3,причина,240.54481509846545,5.0,возгорание,,,,,,,,,,
593,В ходе спецоперации двое спецназовцев получили ранения .,Спецназовцев получили ранения,Спецназовцы получили ранения,3,Subject - Verb - Object,"['Спецназовцы', 'получили', 'ранения']",спецназовцы,получили,ранения,,,,,4,спецназовец,,4,получить,552.8909435766419,4,ранение,,,,,,,,,,,,,
594,Подоспевшие туда армейские спецподразделения окружили террористов .,Спецподразделения окружили террористов,Спецподразделения окружили террористов,3,check me,"['Спецподразделения', 'окружили', 'террористов']",спецподразделения,окружили,террористов,,,,,7,спецподразделение,,4,окружить,54.39978998529777,4,террорист,,,,,,,,,,,,,
595,Позже местные спецслужбы ликвидировали убийцу .,Спецслужбы ликвидировали убийцу,Спецслужбы ликвидировали убийцу,3,Subject - Verb - Object,"['Спецслужбы', 'ликвидировали', 'убийцу']",спецслужбы,ликвидировали,убийцу,,,,,3,спецслужба,,6,ликвидировать,,3,убийца,,,,,,,,,,,,,
596,Сплав обладает повышенной прочностью при высоких температурах .,Сплав обладает прочностью,Сплав обладает повышенной прочностью,4,Subject - Verb - Adj - Object,"['Сплав', 'обладает', 'повышенной', 'прочностью']",сплав,обладает,прочностью,,повышенной,,,1,сплав,,4,обладать,82.31273082606027,3,прочность,,,,,4.0,повышенный,,,,,,,
597,Сплав обладает повышенной прочностью при высоких температурах .,Сплав обладает прочностью,Сплав обладает повышенной прочностью,4,Subject - Verb - Adj - Object,"['Сплав', 'обладает', 'повышенной', 'прочностью']",сплав,обладает,прочностью,,повышенной,,,1,сплав,,4,обладать,82.31273082606027,3,прочность,,,,,4.0,повышенный,,,,,,,
598,Спортсмены разыграют четыре комплекта наград .,Спортсмены разыграют комплекта,Спортсмены разыграют комплект наград,4,Subject - Verb - Object - Gen,"['Спортсмены', 'разыграют', 'комплект', 'наград']",спортсмены,разыграют,комплект,наград,,,,3,спортсмен,,4,разыграть,,2,комплект,,2.0,награда,,,,,,,,,,
599,Спрос на билеты существенно превышает предложение .,Спрос превышает предложение,Спрос превышает предложение,3,check me,"['Спрос', 'превышает', 'предложение']",спрос,превышает,предложение,,,,,1,спрос,,4,превышать,,5,предложение,118.18668167890785,,,,,,,,,,,,
600,Спрос на билеты существенно превышает предложение .,Спрос превышает предложение,Спрос превышает предложение,3,check me,"['Спрос', 'превышает', 'предложение']",спрос,превышает,предложение,,,,,1,спрос,,4,превышать,,5,предложение,118.18668167890785,,,,,,,,,,,,
601,Станция обслуживает грузы для предприятий .,Станция обслуживает грузы,Станция обслуживает грузы,3,Subject - Verb - Object,"['Станция', 'обслуживает', 'грузы']",станция,обслуживает,грузы,,,,,3,станция,127.50701879470016,5,обслуживать,,2,груз,,,,,,,,,,,,,
602,Статья получила широкую известность и неоднозначные оценки .,Статья получила известность,Статья получила широкую известность,4,Subject - Verb - Adj - Object,"['Статья', 'получила', 'широкую', 'известность']",статья,получила,известность,,широкую,,,2,статья,299.62346772756496,4,получить,552.8909435766419,3,известность,,,,,4.0,широкий,189.22420812019016,,,,,,
603,Столпы имели в разрезе форму креста .,Столпы имели форму,Столпы имели форму креста,4,Subject - Verb - Object - Gen,"['Столпы', 'имели', 'форму', 'креста']",столпы,имели,форму,креста,,,,2,столп,,3,иметь,1048.0946086323013,2,форма,306.78597321311076,2.0,крест,,,,,,,,,,
604,Первую помощь ей оказал сторож кладбища .,Сторож оказал помощь,Сторож оказал первую помощь,4,Subject - Verb - Adj - Object,"['Сторож', 'оказал', 'первую', 'помощь']",сторож,оказал,помощь,,первую,,,2,сторож,,3,оказать,,2,помощь,257.663256620594,,,,3.0,первый,,,,,,,
605,Пока стороны заключили предварительное соглашение .,Стороны заключили соглашение,Стороны заключили предварительное соглашение,4,Subject - Verb - Adj - Object,"['Стороны', 'заключили', 'предварительное', 'соглашение']",стороны,заключили,соглашение,,предварительное,,,3,сторона,797.276058036858,4,заключить,65.38924191409012,5,соглашение,,,,,6.0,предварительный,,,,,,,
606,В итоге стороны заключили мировое соглашение .,Стороны заключили соглашение,Стороны заключили мировое соглашение,4,Subject - Verb - Adj - Object,"['Стороны', 'заключили', 'мировое', 'соглашение']",стороны,заключили,соглашение,,мировое,,,3,сторона,797.276058036858,4,заключить,65.38924191409012,5,соглашение,,,,,4.0,мировой,124.78302341988406,,,,,,
607,Результаты переговоров стороны не комментируют .,Стороны комментируют результаты,Стороны комментируют результаты переговоров,4,Subject - Verb - Object - Gen,"['Стороны', 'комментируют', 'результаты', 'переговоров']",стороны,комментируют,результаты,переговоров,,,,3,сторона,797.276058036858,5,комментировать,,4,результат,247.8381791853505,5.0,переговоры,,,,,,,,,,
608,В настоящее время потери несут обе стороны .,Стороны несут потери,Стороны несут потери,3,Subject - Verb - Object,"['Стороны', 'несут', 'потери']",стороны,несут,потери,,,,,3,сторона,797.276058036858,2,нести,112.18855068691084,3,потеря,,,,,,,,,,,,,
609,Стороны также обсудят перспективы торгово-экономических отношений .,Стороны обсудят перспективы,Стороны обсудят перспективы отношений,4,Subject - Verb - Object - Gen,"['Стороны', 'обсудят', 'перспективы', 'отношений']",стороны,обсудят,перспективы,отношений,,,,3,сторона,797.276058036858,3,обсудить,,4,перспектива,,4.0,отношение,462.69732024952066,,,,,,,,,
610,Стороны обсуждают некий совместный документ .,Стороны обсуждают документ,Стороны обсуждают совместный документ,4,Subject - Verb - Adj - Object,"['Стороны', 'обсуждают', 'совместный', 'документ']",стороны,обсуждают,документ,,совместный,,,3,сторона,797.276058036858,4,обсуждать,52.91227486395212,3,документ,121.57031122782156,,,,3.0,совместный,36.55494969655159,,,,,,
611,В минувшую среду все стороны подписали соглашение .,Стороны подписали соглашение,Стороны подписали соглашение,3,Subject - Verb - Object,"['Стороны', 'подписали', 'соглашение']",стороны,подписали,соглашение,,,,,3,сторона,797.276058036858,4,подписать,54.88583621884338,5,соглашение,,,,,,,,,,,,,
613,Строительство боен подразумевало использование наиболее современных технологий .,Строительство подразумевало использование,Строительство подразумевало использование технологий,4,Subject - Verb - Object - Gen,"['Строительство', 'подразумевало', 'использование', 'технологий']",строительство,подразумевало,использование,технологий,,,,4,строительство,,6,подразумевать,,6,использование,,4.0,технология,,,,,,,,,,
614,Строительство нефтехимического комбината ухудшило экологическое состояние местности .,Строительство ухудшило состояние,Строительство ухудшило состояние местности,4,Subject - Verb - Object - Gen,"['Строительство', 'ухудшило', 'состояние', 'местности']",строительство,ухудшило,состояние,местности,,,,4,строительство,,4,ухудшить,,5,состояние,270.3431880319928,3.0,местность,,,,,,,,,,
615,Однако Верховный суд республики аннулировал результаты голосования .,Суд аннулировал результаты,Суд аннулировал результаты голосования,4,Subject - Verb - Object - Gen,"['Суд', 'аннулировал', 'результаты', 'голосования']",суд,аннулировал,результаты,голосования,,,,1,суд,223.59996151688887,5,аннулировать,,4,результат,247.8381791853505,6.0,голосование,,,,,,,,,,
616,Такое постановление опубликовал сегодня Конституционный суд .,Суд опубликовал постановление,Суд опубликовал постановление,3,Subject - Verb - Object,"['Суд', 'опубликовал', 'постановление']",суд,опубликовал,постановление,,,,,1,суд,223.59996151688887,5,опубликовать,,6,постановление,,,,,,,,,,,,,
617,Все ходатайства защиты суд отклонил .,Суд отклонил ходатайства,Суд отклонил ходатайства защиты,4,Subject - Verb - Object - Gen,"['Суд', 'отклонил', 'ходатайства', 'защиты']",суд,отклонил,ходатайства,защиты,,,,1,суд,223.59996151688887,3,отклонить,,4,ходатайство,,3.0,защита,,,,,,,,,,
618,"Таким образом , суд поддержал требование прокуратуры .",Суд поддержал требование,Суд поддержал требование прокуратуры,4,Subject - Verb - Object - Gen,"['Суд', 'поддержал', 'требование', 'прокуратуры']",суд,поддержал,требование,прокуратуры,,,,1,суд,223.59996151688887,3,поддержать,,5,требование,112.42623263628208,5.0,прокуратура,,,,,,,,,,
619,Однако суд вскоре прекратил дело .,Суд прекратил дело,Суд прекратил дело,3,Subject - Verb - Object,"['Суд', 'прекратил', 'дело']",суд,прекратил,дело,,,,,1,суд,223.59996151688887,3,прекратить,,2,дело,1548.292265208457,,,,,,,,,,,,
620,Однако суд вскоре прекратил дело .,Суд прекратил дело,Суд прекратил дело,3,Subject - Verb - Object,"['Суд', 'прекратил', 'дело']",суд,прекратил,дело,,,,,1,суд,223.59996151688887,3,прекратить,,2,дело,1548.292265208457,,,,,,,,,,,,
621,Суд в целом принял доводы защиты .,Суд принял доводы,Суд принял доводы защиты,4,Subject - Verb - Object - Gen,"['Суд', 'принял', 'доводы', 'защиты']",суд,принял,доводы,защиты,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,3,довод,,3.0,защита,,,,,,,,,,
622,Такое решение принял Верховный суд королевства .,Суд принял решение,Суд принял решение,3,Subject - Verb - Object,"['Суд', 'принял', 'решение']",суд,принял,решение,,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,,,,,,
623,Такое решение принял Высший областной суд Вены .,Суд принял решение,Суд принял решение,3,Subject - Verb - Object,"['Суд', 'принял', 'решение']",суд,принял,решение,,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,,,,,,
624,Такое решение принял Арбитражный суд .,Суд принял решение,Суд принял решение,3,Subject - Verb - Object,"['Суд', 'принял', 'решение']",суд,принял,решение,,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,,,,,,
625,Решение об освобождении принял суд .,Суд принял решение,Суд принял решение об освобождении,5,Subject - Verb - Object - PP,"['Суд', 'принял', 'решение', 'об', 'освобождении']",суд,принял,решение,,,об,освобождении,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,1.0,о,,6.0,освобождение,
626,Соответствующее решение принял Смоленский областной суд .,Суд принял решение,Суд принял решение,3,Subject - Verb - Object,"['Суд', 'принял', 'решение']",суд,принял,решение,,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,,,,,,
627,Соответствующее решение принял Севастопольский апелляционный хозяйственный суд .,Суд принял решение,Суд принял соответствующее решение,4,Subject - Verb - Adj - Object,"['Суд', 'принял', 'соответствующее', 'решение']",суд,принял,решение,,соответствующее,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,7.0,соответствовать,67.09841548260218,,,,,,
628,Решение об освобождении принял суд .,Суд принял решение,Суд принял решение,3,Subject - Verb - Object,"['Суд', 'принял', 'решение']",суд,принял,решение,,,,,1,суд,223.59996151688887,2,принять,384.7456526068669,4,решение,238.70745351231497,,,,,,,,,,,,
629,Дело рассмотрит Псковский областной суд .,Суд рассмотрит дело,Суд рассмотрит дело,3,Subject - Verb - Object,"['Суд', 'рассмотрит', 'дело']",суд,рассмотрит,дело,,,,,1,суд,223.59996151688887,3,рассмотреть,,2,дело,1548.292265208457,,,,,,,,,,,,
630,Его дело рассмотрит Промышленный районный суд .,Суд рассмотрит дело,Суд рассмотрит дело,3,Subject - Verb - Object,"['Суд', 'рассмотрит', 'дело']",суд,рассмотрит,дело,,,,,1,суд,223.59996151688887,3,рассмотреть,,2,дело,1548.292265208457,,,,,,,,,,,,
631,Сейчас их судьбу решает суд .,Суд решает судьбу,Суд решает судьбу,3,Subject - Verb - Object,"['Суд', 'решает', 'судьбу']",суд,решает,судьбу,,,,,1,суд,223.59996151688887,3,решать,74.47990883161361,2,судьба,195.60156199770077,,,,,,,,,,,,
633,Суд в итоге не удовлетворил иск .,Суд удовлетворил иск,Суд удовлетворил иск,3,Subject - Verb - Object,"['Суд', 'удовлетворил', 'иск']",суд,удовлетворил,иск,,,,,1,суд,223.59996151688887,5,удовлетворить,,1,иск,,,,,,,,,,,,,
634,Суд в итоге не удовлетворил иск .,Суд удовлетворил иск,Суд удовлетворил иск,3,Subject - Verb - Object,"['Суд', 'удовлетворил', 'иск']",суд,удовлетворил,иск,,,,,1,суд,223.59996151688887,5,удовлетворить,,1,иск,,,,,,,,,,,,,
635,Суд удовлетворил требования прокурора полностью .,Суд удовлетворил требования,Суд удовлетворил требования прокурора,4,Subject - Verb - Object - Gen,"['Суд', 'удовлетворил', 'требования', 'прокурора']",суд,удовлетворил,требования,прокурора,,,,1,суд,223.59996151688887,5,удовлетворить,,5,требование,112.42623263628208,4.0,прокурор,,,,,,,,,,
636,Суд частично удовлетворил требования генпрокурора .,Суд удовлетворил требования,Суд удовлетворил требования генпрокурора,4,Subject - Verb - Object - Gen,"['Суд', 'удовлетворил', 'требования', 'генпрокурора']",суд,удовлетворил,требования,генпрокурора,,,,1,суд,223.59996151688887,5,удовлетворить,,5,требование,112.42623263628208,5.0,генпрокурор,,,,,,,,,,
637,А потом шахматная судьба сделала неожиданный пируэт .,Судьба сделала пируэт,Судьба сделала неожиданный пируэт,4,Subject - Verb - Adj - Object,"['Судьба', 'сделала', 'неожиданный', 'пируэт']",судьба,сделала,пируэт,,неожиданный,,,2,судьба,195.60156199770077,3,сделать,777.863585115742,3,пируэт,,,,,5.0,неожиданный,63.95513846676049,,,,,,
638,В настоящее время судьи оглашают материалы дела .,Судьи оглашают материалы,Судьи оглашают материалы дела,4,Subject - Verb - Object - Gen,"['Судьи', 'оглашают', 'материалы', 'дела']",судьи,оглашают,материалы,дела,,,,2,судья,,4,оглашать,,5,материал,176.30659475942014,2.0,дело,1548.292265208457,,,,,,,,,
639,Свою награду сценаристы также вручают авторам сериалов .,Сценаристы вручают награду,Сценаристы вручают награду,3,Subject - Verb - Object,"['Сценаристы', 'вручают', 'награду']",сценаристы,вручают,награду,,,,,4,сценарист,,3,вручать,,3,награда,,,,,,,,,,,,,
640,Сын с нетерпением ждет поездку .,Сын ждет поездку,Сын ждет поездку,3,Subject - Verb - Object,"['Сын', 'ждет', 'поездку']",сын,ждет,поездку,,,,,1,сын,376.73390150446664,1,ждать,326.9088213986394,3,поездка,,,,,,,,,,,,,
641,Сын с нетерпением ждет поездку .,Сын ждет поездку,Сын ждет поездку,3,Subject - Verb - Object,"['Сын', 'ждет', 'поездку']",сын,ждет,поездку,,,,,1,сын,376.73390150446664,1,ждать,326.9088213986394,3,поездка,,,,,,,,,,,,,
642,Сейчас сыщики уголовного розыска разыскивают преступника .,Сыщики разыскивают преступника,Сыщики разыскивают преступника,3,Subject - Verb - Object,"['Сыщики', 'разыскивают', 'преступника']",сыщики,разыскивают,преступника,,,,,3,сыщик,,5,разыскивать,,4,преступник,,,,,,,,,,,,,
643,Через некоторое время танки покинули город .,Танки покинули город,Танки покинули город,3,Subject - Verb - Object,"['Танки', 'покинули', 'город']",танки,покинули,город,,,,,2,танк,,4,покинуть,,2,город,737.3054304516912,,,,,,,,,,,,
644,Через некоторое время танки покинули город .,Танки покинули город,Танки покинули город,3,Subject - Verb - Object,"['Танки', 'покинули', 'город']",танки,покинули,город,,,,,2,танк,,4,покинуть,,2,город,737.3054304516912,,,,,,,,,,,,
645,Через несколько часов танки покинули палестинскую территорию .,Танки покинули территорию,Танки покинули палестинскую территорию,4,Subject - Verb - Adj - Object,"['Танки', 'покинули', 'палестинскую', 'территорию']",танки,покинули,территорию,,палестинскую,,,2,танк,,4,покинуть,,5,территория,,,,,5.0,палестинский,,,,,,,
646,Его творчество получило высокую оценку критики .,Творчество получило оценку,Творчество получило высокую оценку,4,Subject - Verb - Adj - Object,"['Творчество', 'получило', 'высокую', 'оценку']",творчество,получило,оценку,,высокую,,,3,творчество,,4,получить,552.8909435766419,3,оценка,,,,,4.0,высокий,393.2861792820256,,,,,,
647,Творчество мастера получило заслуженное признание зрителей .,Творчество получило признание,Творчество получило заслуженное признание,4,Subject - Verb - Adj - Object,"['Творчество', 'получило', 'заслуженное', 'признание']",творчество,получило,признание,,заслуженное,,,3,творчество,,4,получить,552.8909435766419,4,признание,,,,,5.0,заслужить,,,,,,,
648,Китайское телевидение вело прямую трансляцию запуска .,Телевидение вело трансляцию,Телевидение вело трансляцию,3,Subject - Verb - Object,"['Телевидение', 'вело', 'трансляцию']",телевидение,вело,трансляцию,,,,,6,телевидение,,2,вести,331.68382505567,4,трансляция,,,,,,,,,,,,,
649,Российские телезрители предпочитают детективные сериалы .,Телезрители предпочитают сериалы,Телезрители предпочитают детективные сериалы,4,Subject - Verb - Adj - Object,"['Телезрители', 'предпочитают', 'детективные', 'сериалы']",телезрители,предпочитают,сериалы,,детективные,,,5,телезритель,,5,предпочитать,,4,сериал,,,,,5.0,детективный,,,,,,,
650,Позже телеканал показал этот фильм целиком .,Телеканал показал фильм,Телеканал показал фильм,3,Subject - Verb - Object,"['Телеканал', 'показал', 'фильм']",телеканал,показал,фильм,,,,,4,телеканал,,3,показать,252.76273552962584,1,фильм,125.7043747966601,,,,,,,,,,,,
651,Телеканалы в это время собирают огромную аудиторию .,Телеканалы собирают аудиторию,Телеканалы собирают огромную аудиторию,4,Subject - Verb - Adj - Object,"['Телеканалы', 'собирают', 'огромную', 'аудиторию']",телеканалы,собирают,аудиторию,,огромную,,,5,телеканал,,4,собирать,73.64134554956239,6,аудитория,,,,,4.0,огромный,269.45655424332716,,,,,,
652,Телеканалы в это время собирают огромную аудиторию .,Телеканалы собирают аудиторию,Телеканалы собирают огромную аудиторию,4,Subject - Verb - Adj - Object,"['Телеканалы', 'собирают', 'огромную', 'аудиторию']",телеканалы,собирают,аудиторию,,огромную,,,5,телеканал,,4,собирать,73.64134554956239,6,аудитория,,,,,4.0,огромный,269.45655424332716,,,,,,
653,"По последней информации , террорист отпустил женщину .",Террорист отпустил женщину,Террорист отпустил женщину,3,Subject - Verb - Object,"['Террорист', 'отпустил', 'женщину']",террорист,отпустил,женщину,,,,,3,террорист,,3,отпустить,62.10175337840521,3,женщина,494.85114800715365,,,,,,,,,,,,
